718705399662			виктория , я сержант бенсон .	5	а меня виктор . . .
766829241262	прошу прощения .	ты ведь собирался проглотить ту капсулу ?	конечно , нет .	0	тогда я должен тебе сказать .
766829241262	прошу прощения .	ты ведь собирался проглотить ту капсулу ?	конечно , нет .	1	а похоже , что думаешь .
766829241262	прошу прощения .	ты ведь собирался проглотить ту капсулу ?	конечно , нет .	2	тогда почему ты не сражаешься ?
766829241262	прошу прощения .	ты ведь собирался проглотить ту капсулу ?	конечно , нет .	3	ладно , я надолго тебя не задержу .
766829241262	прошу прощения .	ты ведь собирался проглотить ту капсулу ?	конечно , нет .	4	ладно , а то когда ты заговорил про смазку , я уж думала мы попробуем . . . это .
766829241262	прошу прощения .	ты ведь собирался проглотить ту капсулу ?	конечно , нет .	5	а теперь , можете снять с него наручники , чтобы мы могли убраться отсюда ?
883796421508			это опасно .	0	опаснее чем это ?
883796421508			это опасно .	1	опасность - мое второе имя .
883796421508			это опасно .	2	она может пораниться .
883796421508			это опасно .	3	опасно ? почему ?
883796421508			это опасно .	4	никакой опасности нет .
883796421508			это опасно .	5	опасно ?
960065358272	на самом деле , я не такой приставучий .	наверное , вы не лучший судья .	нет , нет , понимаете , дело в том , что . . . мне нужна помощь . я заблудился .	0	но я помогу вам разобраться .
960065358272	на самом деле , я не такой приставучий .	наверное , вы не лучший судья .	нет , нет , понимаете , дело в том , что . . . мне нужна помощь . я заблудился .	1	хорошо , тогда , известите меня об этом .
960065358272	на самом деле , я не такой приставучий .	наверное , вы не лучший судья .	нет , нет , понимаете , дело в том , что . . . мне нужна помощь . я заблудился .	2	я боюсь , что не в силах вам помочь .
960065358272	на самом деле , я не такой приставучий .	наверное , вы не лучший судья .	нет , нет , понимаете , дело в том , что . . . мне нужна помощь . я заблудился .	3	боюсь , я не могу вам помочь .
960065358272	на самом деле , я не такой приставучий .	наверное , вы не лучший судья .	нет , нет , понимаете , дело в том , что . . . мне нужна помощь . я заблудился .	4	я здесь , чтобы защитить вас и представить ваше дело наилучшим образом .
960065358272	на самом деле , я не такой приставучий .	наверное , вы не лучший судья .	нет , нет , понимаете , дело в том , что . . . мне нужна помощь . я заблудился .	5	я не понимаю , чем я могу вам помочь .
1143316878769			что там вообще происходит , наверху ?	0	тяни туда .
1143316878769			что там вообще происходит , наверху ?	1	пожар на западе .
1143316878769			что там вообще происходит , наверху ?	2	говорят , что кто - то повесился .
1143316878769			что там вообще происходит , наверху ?	3	что происходит ?
1143316878769			что там вообще происходит , наверху ?	4	мы нечего не видим .
1143316878769			что там вообще происходит , наверху ?	5	немного внимания , пожалуйста , тишина . .
1247877985845	я слышала .	но я поняла , что мир уже так давно существует , и не важно , куда ты пойдешь , там обязательно кто - нибудь умрет .	какая интересная точка зрения .	0	большинство людей считают это бредом .
1247877985845	я слышала .	но я поняла , что мир уже так давно существует , и не важно , куда ты пойдешь , там обязательно кто - нибудь умрет .	какая интересная точка зрения .	1	ну , это противоестественно , всю жизнь прожить с одним человеком .
1247877985845	я слышала .	но я поняла , что мир уже так давно существует , и не важно , куда ты пойдешь , там обязательно кто - нибудь умрет .	какая интересная точка зрения .	2	забавная , правдивая и по делу .
1247877985845	я слышала .	но я поняла , что мир уже так давно существует , и не важно , куда ты пойдешь , там обязательно кто - нибудь умрет .	какая интересная точка зрения .	3	да , очень .
1247877985845	я слышала .	но я поняла , что мир уже так давно существует , и не важно , куда ты пойдешь , там обязательно кто - нибудь умрет .	какая интересная точка зрения .	4	но , по - моему , не лучшая .
1247877985845	я слышала .	но я поняла , что мир уже так давно существует , и не важно , куда ты пойдешь , там обязательно кто - нибудь умрет .	какая интересная точка зрения .	5	просто они были подругами такое долгое время , что наверняка есть путь , примирить их .
1491453486100		нам плевать .	все играют .	0	мы играем .
1491453486100		нам плевать .	все играют .	1	это не игра .
1491453486100		нам плевать .	все играют .	2	ещё не все .
1491453486100		нам плевать .	все играют .	3	я играю с автомобилями .
1491453486100		нам плевать .	все играют .	4	команды , команды , команды .
1491453486100		нам плевать .	все играют .	5	я не играю в дартс .
1535442563087	нет , нет , там нож за салфеткой .	извини .	в смысле , это очень меня напугало .	0	однажды на меня тоже напали и ударили ножом .
1535442563087	нет , нет , там нож за салфеткой .	извини .	в смысле , это очень меня напугало .	1	а ты и не испугал .
1535442563087	нет , нет , там нож за салфеткой .	извини .	в смысле , это очень меня напугало .	2	я бы сама себя тоже испугалась .
1535442563087	нет , нет , там нож за салфеткой .	извини .	в смысле , это очень меня напугало .	3	я тебя напугал ?
1535442563087	нет , нет , там нож за салфеткой .	извини .	в смысле , это очень меня напугало .	4	конечно , напугала .
1535442563087	нет , нет , там нож за салфеткой .	извини .	в смысле , это очень меня напугало .	5	я правда напугана .
1849040575638	нет !	ты уверен ?	я с ума сойду .	0	не бойся .
1849040575638	нет !	ты уверен ?	я с ума сойду .	1	давай , быстрее .
1849040575638	нет !	ты уверен ?	я с ума сойду .	2	послушай меня .
1849040575638	нет !	ты уверен ?	я с ума сойду .	3	а по тебе не скажешь .
1849040575638	нет !	ты уверен ?	я с ума сойду .	4	нет . . не сойдешь
1849040575638	нет !	ты уверен ?	я с ума сойду .	5	попробуй успокоиться .
2005606991111			вас привлекли т е парни ?	0	ага , толпа парней .
2005606991111			вас привлекли т е парни ?	1	парни , не . . .
2005606991111			вас привлекли т е парни ?	2	парни ?
2005606991111			вас привлекли т е парни ?	3	нет , не полиции .
2005606991111			вас привлекли т е парни ?	4	ты привёл полицейского ко мне ?
2005606991111			вас привлекли т е парни ?	5	да , мужчину !
2333569852791		снова болит ?	нет , не трогай .	0	хорошо , значит сотрясения нет .
2333569852791		снова болит ?	нет , не трогай .	1	почему же ты спросил , не болит ли у меня тоже ?
2333569852791		снова болит ?	нет , не трогай .	2	а всё что не болит чувствует себя хорошо .
2333569852791		снова болит ?	нет , не трогай .	3	хорошо .
2333569852791		снова болит ?	нет , не трогай .	4	ладно .
2333569852791		снова болит ?	нет , не трогай .	5	я просто . .
2351402562669		ты скрываешь что - то ещё ?	я ничего не знаю , просто у меня предчувствие .	0	может , хотел тебя поздравить .
2351402562669		ты скрываешь что - то ещё ?	я ничего не знаю , просто у меня предчувствие .	1	я думаю , что знаешь .
2351402562669		ты скрываешь что - то ещё ?	я ничего не знаю , просто у меня предчувствие .	2	может , пусть оно побудет у тебя ?
2351402562669		ты скрываешь что - то ещё ?	я ничего не знаю , просто у меня предчувствие .	3	может , из - за тебя .
2351402562669		ты скрываешь что - то ещё ?	я ничего не знаю , просто у меня предчувствие .	4	это ведь должно что - то значить .
2351402562669		ты скрываешь что - то ещё ?	я ничего не знаю , просто у меня предчувствие .	5	что значит , ты не знаешь , дин ?
2377419872714	и кейт здесь .	зачем . . . ?	зачем приезжает джиллиан ?	0	зачем приезжает джиллиан ?
2377419872714	и кейт здесь .	зачем . . . ?	зачем приезжает джиллиан ?	1	может затем , что что - то случилось . . .
2377419872714	и кейт здесь .	зачем . . . ?	зачем приезжает джиллиан ?	2	потому что она хочет .
2377419872714	и кейт здесь .	зачем . . . ?	зачем приезжает джиллиан ?	3	он приехал сюда недавно .
2377419872714	и кейт здесь .	зачем . . . ?	зачем приезжает джиллиан ?	4	что ей там делать ?
2377419872714	и кейт здесь .	зачем . . . ?	зачем приезжает джиллиан ?	5	затем , что она запала на тебя .
2481113194555	да уж . лиза , далия подкатывает к тебе только затем , чтобы отомстить мне за то , что я " отбила " скотта штрауса .	ну и что ? какая разница ?	я всё детство об этом мечтала !	0	от кого ?
2481113194555	да уж . лиза , далия подкатывает к тебе только затем , чтобы отомстить мне за то , что я " отбила " скотта штрауса .	ну и что ? какая разница ?	я всё детство об этом мечтала !	1	и в своих мечтах я всегда говорила : " да " .
2481113194555	да уж . лиза , далия подкатывает к тебе только затем , чтобы отомстить мне за то , что я " отбила " скотта штрауса .	ну и что ? какая разница ?	я всё детство об этом мечтала !	2	а о чем ты мечтала ?
2481113194555	да уж . лиза , далия подкатывает к тебе только затем , чтобы отомстить мне за то , что я " отбила " скотта штрауса .	ну и что ? какая разница ?	я всё детство об этом мечтала !	3	у тебя будет ребенок .
2481113194555	да уж . лиза , далия подкатывает к тебе только затем , чтобы отомстить мне за то , что я " отбила " скотта штрауса .	ну и что ? какая разница ?	я всё детство об этом мечтала !	4	кого ?
2481113194555	да уж . лиза , далия подкатывает к тебе только затем , чтобы отомстить мне за то , что я " отбила " скотта штрауса .	ну и что ? какая разница ?	я всё детство об этом мечтала !	5	я сразу же убежала . я не могу поверить , ты не рассказывала мне это .
2540919867836			что же в коробке ?	0	дорогая ручка .
2540919867836			что же в коробке ?	1	итальянское печенье .
2540919867836			что же в коробке ?	2	компакт - диск какой - то .
2540919867836			что же в коробке ?	3	что в коробке ?
2540919867836			что же в коробке ?	4	коробка .
2540919867836			что же в коробке ?	5	содержимое моего стола .
2597980302207	я получила письмо . от матери .	она очень скучает по софи и просит отправить её в шотландию .	тогда предлагаю начать сборы .	0	мы можем украсть . . . из дома .
2597980302207	я получила письмо . от матери .	она очень скучает по софи и просит отправить её в шотландию .	тогда предлагаю начать сборы .	1	чемодан остаётся здесь .
2597980302207	я получила письмо . от матери .	она очень скучает по софи и просит отправить её в шотландию .	тогда предлагаю начать сборы .	2	давай .
2597980302207	я получила письмо . от матери .	она очень скучает по софи и просит отправить её в шотландию .	тогда предлагаю начать сборы .	3	просто отличная идея .
2597980302207	я получила письмо . от матери .	она очень скучает по софи и просит отправить её в шотландию .	тогда предлагаю начать сборы .	4	так и сделаем . ее заберут .
2597980302207	я получила письмо . от матери .	она очень скучает по софи и просит отправить её в шотландию .	тогда предлагаю начать сборы .	5	это как - раз будет годовщина нашей с твоей матерью свадьбы и тогда мы бы устроили двойной медовый месяц .
2704772278189		иногда везет , и они умирают сразу после свадьбы .	и с ним целоваться ?	0	ну да , переспать .
2704772278189		иногда везет , и они умирают сразу после свадьбы .	и с ним целоваться ?	1	я вообще больше ни с кем не встречаюсь .
2704772278189		иногда везет , и они умирают сразу после свадьбы .	и с ним целоваться ?	2	да , прямо в губы .
2704772278189		иногда везет , и они умирают сразу после свадьбы .	и с ним целоваться ?	3	нет , не с ним .
2704772278189		иногда везет , и они умирают сразу после свадьбы .	и с ним целоваться ?	4	да , в губы .
2704772278189		иногда везет , и они умирают сразу после свадьбы .	и с ним целоваться ?	5	нет , не женат .
2778447634215	ну вот , они внедрили наше решение .	давайте просто надеяться , что это сработает .	лично я не вижу причин для беспокойства .	0	и я тоже .
2778447634215	ну вот , они внедрили наше решение .	давайте просто надеяться , что это сработает .	лично я не вижу причин для беспокойства .	1	лично я не вижу причин для беспокойства .
2778447634215	ну вот , они внедрили наше решение .	давайте просто надеяться , что это сработает .	лично я не вижу причин для беспокойства .	2	я не паникую .
2778447634215	ну вот , они внедрили наше решение .	давайте просто надеяться , что это сработает .	лично я не вижу причин для беспокойства .	3	вам не надо волноваться тоже .
2778447634215	ну вот , они внедрили наше решение .	давайте просто надеяться , что это сработает .	лично я не вижу причин для беспокойства .	4	эти визиты скорее для моего спокойствия .
2778447634215	ну вот , они внедрили наше решение .	давайте просто надеяться , что это сработает .	лично я не вижу причин для беспокойства .	5	я тоже беспокоюсь .
3172727836912	и в конце концов , бедняжки отправились на их окончательных отдых .	подожди секундочку .	так , тебе просто комфортнее среди призраков ?	0	среди остальных опасностей , да .
3172727836912	и в конце концов , бедняжки отправились на их окончательных отдых .	подожди секундочку .	так , тебе просто комфортнее среди призраков ?	1	нет , меня спасли .
3172727836912	и в конце концов , бедняжки отправились на их окончательных отдых .	подожди секундочку .	так , тебе просто комфортнее среди призраков ?	2	не призраков .
3172727836912	и в конце концов , бедняжки отправились на их окончательных отдых .	подожди секундочку .	так , тебе просто комфортнее среди призраков ?	3	призраков не бывает .
3172727836912	и в конце концов , бедняжки отправились на их окончательных отдых .	подожди секундочку .	так , тебе просто комфортнее среди призраков ?	4	нет , никаких призраков .
3172727836912	и в конце концов , бедняжки отправились на их окончательных отдых .	подожди секундочку .	так , тебе просто комфортнее среди призраков ?	5	вроде того .
3211661370240	но если вы полагаете , вообще . . .	я не полагаю .	я не верю ничему , из этого	0	верь , во что хочешь .
3211661370240	но если вы полагаете , вообще . . .	я не полагаю .	я не верю ничему , из этого	1	верь во что угодно .
3211661370240	но если вы полагаете , вообще . . .	я не полагаю .	я не верю ничему , из этого	2	никто и не верит .
3211661370240	но если вы полагаете , вообще . . .	я не полагаю .	я не верю ничему , из этого	3	не верите ?
3211661370240	но если вы полагаете , вообще . . .	я не полагаю .	я не верю ничему , из этого	4	а во что же вы верите ?
3211661370240	но если вы полагаете , вообще . . .	я не полагаю .	я не верю ничему , из этого	5	не веришь чему ?
3609991790172			фрэнк .	0	виктор , фрэнк .
3609991790172			фрэнк .	1	фрэнк ?
3609991790172			фрэнк .	2	фрэнк , почему ?
3609991790172			фрэнк .	3	фрэнк , дорогой .
3609991790172			фрэнк .	4	это фрэнк .
3609991790172			фрэнк .	5	эй , джэй !
3775033251889	понимаю . спасибо что заглянул .	всегда пожалуйста .	эй , барни ! вниз по дороге есть деревня .	0	есть , мэм .
3775033251889	понимаю . спасибо что заглянул .	всегда пожалуйста .	эй , барни ! вниз по дороге есть деревня .	1	здесь тоже есть .
3775033251889	понимаю . спасибо что заглянул .	всегда пожалуйста .	эй , барни ! вниз по дороге есть деревня .	2	какая деревня ?
3775033251889	понимаю . спасибо что заглянул .	всегда пожалуйста .	эй , барни ! вниз по дороге есть деревня .	3	спасибо за приглашение , мистер дарси .
3775033251889	понимаю . спасибо что заглянул .	всегда пожалуйста .	эй , барни ! вниз по дороге есть деревня .	4	каком дереве ?
3775033251889	понимаю . спасибо что заглянул .	всегда пожалуйста .	эй , барни ! вниз по дороге есть деревня .	5	барни .
3840744551671		ты же сказала , что хочешь домой . . .	я не имела в виду твой дом .	0	нет , я знаю что ты имела в виду .
3840744551671		ты же сказала , что хочешь домой . . .	я не имела в виду твой дом .	1	я имела в виду . . .
3840744551671		ты же сказала , что хочешь домой . . .	я не имела в виду твой дом .	2	я имела в виду , ты и я . . . завтра утром уезжаем .
3840744551671		ты же сказала , что хочешь домой . . .	я не имела в виду твой дом .	3	я имел в виду твой первый дом . дом , где ты вырос .
3840744551671		ты же сказала , что хочешь домой . . .	я не имела в виду твой дом .	4	то есть , я имела это в виду .
3840744551671		ты же сказала , что хочешь домой . . .	я не имела в виду твой дом .	5	я полагаю , ты знаешь , что я имела ввиду .
4114760620777	достаточно , чтобы знать что ты прячешь флешку от него .	я хочу доверять тебе , бобби .	правда .	0	но ты не должен мне врать .
4114760620777	достаточно , чтобы знать что ты прячешь флешку от него .	я хочу доверять тебе , бобби .	правда .	1	это тебе .
4114760620777	достаточно , чтобы знать что ты прячешь флешку от него .	я хочу доверять тебе , бобби .	правда .	2	правда , верю .
4114760620777	достаточно , чтобы знать что ты прячешь флешку от него .	я хочу доверять тебе , бобби .	правда .	3	правда , джейн .
4114760620777	достаточно , чтобы знать что ты прячешь флешку от него .	я хочу доверять тебе , бобби .	правда .	4	честное слово .
4114760620777	достаточно , чтобы знать что ты прячешь флешку от него .	я хочу доверять тебе , бобби .	правда .	5	я знаю .
4164412362597	я был братом ночного дозора .	а ты ?	я был у тебя первым ?	0	да , был
4164412362597	я был братом ночного дозора .	а ты ?	я был у тебя первым ?	1	конечно , а кто не был ?
4164412362597	я был братом ночного дозора .	а ты ?	я был у тебя первым ?	2	я . . . да , был .
4164412362597	я был братом ночного дозора .	а ты ?	я был у тебя первым ?	3	был ?
4164412362597	я был братом ночного дозора .	а ты ?	я был у тебя первым ?	4	что был ?
4164412362597	я был братом ночного дозора .	а ты ?	я был у тебя первым ?	5	не помню
4347454030861	твое искусство пропадет !	хозяин !	не плачь , гуа .	0	давай , собака !
4347454030861	твое искусство пропадет !	хозяин !	не плачь , гуа .	1	слезы портят лицо . уже все . .
4347454030861	твое искусство пропадет !	хозяин !	не плачь , гуа .	2	умоляю тебя , не плачь !
4347454030861	твое искусство пропадет !	хозяин !	не плачь , гуа .	3	тинтин , слезай !
4347454030861	твое искусство пропадет !	хозяин !	не плачь , гуа .	4	слезай , тинтин !
4347454030861	твое искусство пропадет !	хозяин !	не плачь , гуа .	5	старый болван , твоя внучка с тобой прощается . . . и ты даже не можешь улыбнуться ей в ответ .
4565391888039	третий шеврон закодирован .	ах , это просто так , на всякий случай .	пилот , с этой штукой на мою первую церемонию извлечения вы не войдете .	0	пилот , с этой штукой на мою первую церемонию извлечения вы не войдете .
4565391888039	третий шеврон закодирован .	ах , это просто так , на всякий случай .	пилот , с этой штукой на мою первую церемонию извлечения вы не войдете .	1	да , что ж , долго тебе стрелять не придется .
4565391888039	третий шеврон закодирован .	ах , это просто так , на всякий случай .	пилот , с этой штукой на мою первую церемонию извлечения вы не войдете .	2	я её отключу , когда мы с заложницей уйдём .
4565391888039	третий шеврон закодирован .	ах , это просто так , на всякий случай .	пилот , с этой штукой на мою первую церемонию извлечения вы не войдете .	3	вам придется уворачиваться не только от пуль .
4565391888039	третий шеврон закодирован .	ах , это просто так , на всякий случай .	пилот , с этой штукой на мою первую церемонию извлечения вы не войдете .	4	я могу отстреливаться , но у меня только одна запасная обойма .
4565391888039	третий шеврон закодирован .	ах , это просто так , на всякий случай .	пилот , с этой штукой на мою первую церемонию извлечения вы не войдете .	5	стреляйте , и всё будет кончено .
4883694283614			что " и " ?	0	ты видела эту штуку ?
4883694283614			что " и " ?	1	в смысле " что " , и ты знаешь что .
4883694283614			что " и " ?	2	ничего .
4883694283614			что " и " ?	3	ничего , забудь .
4883694283614			что " и " ?	4	" ые " ы √рег ' акер .
4883694283614			что " и " ?	5	нет , ничего .
5271123330033			кто - нибудь знает французский ?	0	! конечно , я знаю английский .
5271123330033			кто - нибудь знает французский ?	1	я говорю по - английски .
5271123330033			кто - нибудь знает французский ?	2	учила в школе .
5271123330033			кто - нибудь знает французский ?	3	а это французский ?
5271123330033			кто - нибудь знает французский ?	4	немного французский
5271123330033			кто - нибудь знает французский ?	5	нет , но это правда похоже на немецкий .
5290499284009			немного .	0	немножко ?
5290499284009			немного .	1	так сколько ?
5290499284009			немного .	2	что значит " немного " ?
5290499284009			немного .	3	немного ?
5290499284009			немного .	4	насколько ?
5290499284009			немного .	5	еще немного .
5307529134789			некому поддержать ?	0	я хочу .
5307529134789			некому поддержать ?	1	позвони дайсону .
5307529134789			некому поддержать ?	2	мы здесь
5366739990305	что такое ?	вы привели хвост !	невозможно .	0	этого не может быть .
5366739990305	что такое ?	вы привели хвост !	невозможно .	1	почему это невозможно ?
5366739990305	что такое ?	вы привели хвост !	невозможно .	2	ничего невозможного .
5366739990305	что такое ?	вы привели хвост !	невозможно .	3	как невозможно ?
5366739990305	что такое ?	вы привели хвост !	невозможно .	4	возможно ?
5366739990305	что такое ?	вы привели хвост !	невозможно .	5	трудно , но возможно .
5384478507901	она хочет настоять на своём .	уф , я не знаю .	знаешь , в 10 лет всё было нормально .	0	я знаю .
5384478507901	она хочет настоять на своём .	уф , я не знаю .	знаешь , в 10 лет всё было нормально .	1	не важно . сейчас я сожалею .
5384478507901	она хочет настоять на своём .	уф , я не знаю .	знаешь , в 10 лет всё было нормально .	2	знаю .
5384478507901	она хочет настоять на своём .	уф , я не знаю .	знаешь , в 10 лет всё было нормально .	3	нет , не нормально .
5384478507901	она хочет настоять на своём .	уф , я не знаю .	знаешь , в 10 лет всё было нормально .	4	поверь , я знаю .
5384478507901	она хочет настоять на своём .	уф , я не знаю .	знаешь , в 10 лет всё было нормально .	5	нет , это не нормально .
5777922547684		я не вламывался .	я . . .	0	ты - мисс эрствайл .
5777922547684		я не вламывался .	я . . .	1	стой - стой . стоп - машина .
5777922547684		я не вламывался .	я . . .	2	ты ничто .
5777922547684		я не вламывался .	я . . .	3	извини .
5777922547684		я не вламывался .	я . . .	4	я знаю . прости .
5777922547684		я не вламывался .	я . . .	5	не ты .
5814879589405	слушаю .	ты бизнесмен .	несомненно ты знаешь , что у важной информации есть своя цена .	0	нет , знаю .
5814879589405	слушаю .	ты бизнесмен .	несомненно ты знаешь , что у важной информации есть своя цена .	1	теперь знаю .
5814879589405	слушаю .	ты бизнесмен .	несомненно ты знаешь , что у важной информации есть своя цена .	2	несомненно ты знаешь , что у важной информации есть своя цена .
5814879589405	слушаю .	ты бизнесмен .	несомненно ты знаешь , что у важной информации есть своя цена .	3	знаю , папа .
5814879589405	слушаю .	ты бизнесмен .	несомненно ты знаешь , что у важной информации есть своя цена .	4	конечно знаю .
5814879589405	слушаю .	ты бизнесмен .	несомненно ты знаешь , что у важной информации есть своя цена .	5	я знаю , что это правильная вещь .
6123158363427	кто они ?	охотники . они охотятся на нас веками .	мы убьем всех их .	0	они идут , чтобы убить нас , а не говорить .
6123158363427	кто они ?	охотники . они охотятся на нас веками .	мы убьем всех их .	1	его мы тоже убьем .
6123158363427	кто они ?	охотники . они охотятся на нас веками .	мы убьем всех их .	2	потом мы выясним , кто послал их и убьём их тоже .
